no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,type_of_meal_plan_Meal Plan 1,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 1,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status
1,0,1,0,0,45,2018,4,10,1,1,4,65.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3,0,1,2,0,250,2018,10,24,0,0,0,128.7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,2,0,0,2018,1,29,0,0,0,79.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,3,2018,10,11,0,0,0,154.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,63,2018,4,21,0,0,0,94.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,2,2,0,86,2018,11,6,0,0,0,146.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,3,0,141,2018,7,14,0,0,0,94.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0,17,2018,9,12,0,0,0,114.73,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,3,0,58,2017,9,10,0,0,0,121.56,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2,1,0,67,2017,12,5,0,0,0,130.4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,1,2017,8,10,0,0,0,114.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,292,2018,7,21,0,0,0,112.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,1,1,14,2018,9,28,1,0,6,119.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2,0,1,2,0,203,2018,8,26,0,0,0,72.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,2,0,2,0,1,2017,8,12,0,0,0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,6,2018,5,31,0,0,0,65.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,0,0,4,0,107,2018,8,24,0,0,0,152.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,2,0,346,2018,9,13,0,0,0,115.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,2,0,2,0,46,2018,11,18,0,0,0,156.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,1,3,0,50,2018,11,3,0,0,0,108.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,2,2017,8,12,0,0,0,98.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,35,2017,12,26,0,0,0,77.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,34,2018,12,16,0,0,0,88.0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,174,2017,10,10,0,0,0,70.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3,0,0,4,0,27,2018,12,7,0,0,0,171.44,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,0,2,2,0,132,2018,10,16,0,0,0,151.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,3,0,33,2018,3,24,0,0,0,126.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,5,0,115,2017,7,29,0,0,0,76.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,100,2017,10,16,0,0,0,108.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,2,0,27,2017,9,18,0,0,0,120.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,11,2018,5,7,0,0,0,141.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,33,2018,11,26,0,0,0,104.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,6,2017,8,12,0,0,0,65.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,2,0,239,2018,6,15,0,0,0,112.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3,0,0,2,0,5,2018,12,2,0,0,0,166.5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,3,0,284,2018,10,16,0,0,0,81.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2,1,0,3,0,86,2018,12,8,0,0,0,122.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,0,0,113,2018,7,10,0,0,0,103.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,3,0,71,2018,6,14,0,0,0,120.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,48,2018,2,11,0,0,0,89.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,3,0,28,2018,6,14,0,0,0,108.42,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,3,0,14,2018,1,19,0,0,0,77.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,3,0,188,2018,7,25,0,0,0,90.95,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,0,0,2017,9,20,0,0,0,65.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,0,1,0,71,2018,10,7,0,0,0,108.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,2,4,0,19,2018,9,18,0,0,0,150.02,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2,0,0,3,0,50,2018,1,14,0,0,0,52.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2,0,0,95,2018,10,30,0,0,0,85.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,3,0,50,2017,12,31,0,0,0,99.67,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,24,2018,2,3,0,0,0,96.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,2,0,80,2017,10,9,0,0,0,108.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,0,1,3,0,100,2018,4,18,0,0,0,65.96,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2,1,0,2018,10,5,0,0,0,65.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,2,1,0,5,2018,11,19,0,0,0,107.67,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2,5,0,184,2018,8,3,0,0,0,130.05,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,1,1,2,0,68,2018,5,13,0,0,0,198.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2,0,2,3,0,224,2018,9,3,0,0,0,109.31,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,1,0,0,2017,7,29,0,0,0,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,0,0,3,1,235,2018,8,31,0,0,0,94.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
3,0,2,4,0,137,2018,8,13,0,0,0,145.2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,2,4,0,327,2017,9,9,0,0,0,76.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,1,2018,8,4,0,0,0,110.19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,273,2017,7,17,0,0,0,87.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,5,0,80,2018,7,4,0,0,0,82.45,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,2,1,0,1,2018,2,28,0,0,0,60.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,1,0,143,2018,11,17,0,0,0,84.6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,120,2018,10,28,0,0,0,104.4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3,0,1,2,0,147,2018,8,22,0,0,0,137.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,1,0,0,119,2017,7,20,0,0,0,76.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,3,0,57,2018,9,9,0,0,0,109.29,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,2,0,0,12,2018,5,8,0,0,0,105.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,151,2018,1,19,0,0,0,71.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,4,1,37,2018,2,8,0,0,0,78.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,192,2018,6,24,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,1,0,145,2017,8,29,0,0,0,94.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,2,0,52,2018,12,29,0,0,0,148.91,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,0,145,2017,8,29,0,0,0,94.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,3,0,56,2018,6,9,0,0,0,74.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,4,1,37,2018,8,30,0,0,0,135.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2,3,0,126,2018,7,23,0,0,0,130.05,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,2,0,2,0,119,2018,7,14,0,0,0,177.3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,1,1,0,42,2018,10,31,0,0,0,127.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,5,0,139,2018,4,30,0,0,0,104.21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,1,4,0,83,2018,3,28,0,0,0,80.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,4,0,153,2018,7,27,0,0,0,91.38,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,12,2018,10,19,1,5,48,65.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,3,0,40,2018,10,25,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,212,2018,10,9,0,0,0,75.23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,2,5,0,66,2018,12,23,0,0,0,63.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,0,168,2018,4,22,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,1,0,12,2018,10,3,0,0,0,135.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,1,23,2018,4,27,0,0,0,115.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,47,2017,9,5,0,0,0,86.4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,320,2018,8,18,0,0,0,115.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,8,2017,10,20,0,0,0,126.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,2,0,0,2018,5,30,0,0,0,119.33,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,256,2018,6,15,0,0,0,115.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,1,2,0,6,2018,5,23,0,0,0,97.02,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,3,0,36,2017,10,13,0,0,0,91.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,5,0,156,2018,11,8,0,0,0,131.52,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,37,2018,10,13,0,0,0,105.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,4,0,39,2018,12,28,0,0,0,115.6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,361,2018,11,4,1,1,0,91.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,9,2017,9,7,0,0,0,161.33,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,101,2018,6,8,0,0,0,87.67,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,46,2018,11,4,0,0,0,67.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,1,137,2018,8,19,0,0,0,118.8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,270,2018,4,20,0,0,0,62.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,1,0,1,0,11,2018,11,5,0,0,0,150.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,6,0,174,2018,7,26,0,0,0,99.45,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,1,0,0,2018,3,31,0,0,0,138.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,65,2018,9,9,0,0,0,149.4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,3,0,92,2018,6,16,0,0,0,135.9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,1,6,2018,8,28,0,0,0,67.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,4,0,35,2018,2,9,0,0,0,73.9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,5,0,349,2018,10,4,0,0,0,80.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,1,0,240,2018,12,10,0,0,0,67.5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,4,0,228,2018,10,5,0,0,0,102.85,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,1,0,3,2017,8,22,0,0,0,98.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,39,2017,8,14,0,0,0,101.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,265,2018,6,24,0,0,0,115.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,1,1,0,159,2018,4,9,0,0,0,65.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,5,2018,1,15,1,11,5,89.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,0,99,2018,6,21,0,0,0,88.6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,198,2018,9,9,0,0,0,90.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,1,0,145,2018,10,22,0,0,0,153.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,3,0,182,2018,10,6,0,0,0,122.4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,2,0,70,2018,6,3,0,0,0,100.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,112,2018,7,14,0,0,0,105.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3,0,2,2,0,266,2018,10,30,0,0,0,117.3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,1,3,0,17,2018,6,13,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,1,2,0,56,2018,6,20,0,0,0,94.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,91,2018,4,4,0,0,0,80.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,0,0,81,2018,11,13,0,0,0,93.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,2,1,0,68,2017,7,4,0,0,0,68.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,1,1,2,0,31,2017,10,26,0,0,0,90.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,0,0,1,0,126,2018,8,3,0,0,0,139.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,1,0,2,0,0,2017,8,19,0,0,0,97.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,177,2018,8,5,0,0,0,72.25,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,2,0,1,0,143,2018,7,13,0,0,0,106.03,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,53,2018,10,14,0,0,0,120.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,0,5,2018,1,13,0,0,0,65.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,1,0,174,2017,10,10,0,0,0,70.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,2,2018,4,5,0,0,0,89.0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,8,2018,3,8,0,0,0,96.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,107,2018,5,5,0,0,0,81.76,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,101,2018,4,4,0,0,0,80.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0,2,0,2,0,66,2018,10,20,0,0,0,108.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,19,2018,3,4,0,0,0,111.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,0,0,2,0,192,2018,6,24,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,23,2018,3,26,0,0,0,136.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,1,8,2018,6,1,1,0,6,98.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,0,2,2,0,1,2018,7,8,0,0,0,184.5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,4,0,148,2017,12,30,0,0,0,67.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,3,0,271,2018,9,21,0,0,0,95.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,4,0,21,2018,10,31,0,0,0,109.6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,2,0,107,2018,5,28,0,0,0,127.93,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,64,2018,9,16,0,0,0,168.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,0,107,2018,6,10,0,0,0,130.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2,0,69,2017,9,22,0,0,0,83.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,3,0,98,2018,7,8,0,0,0,144.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,0,2,0,0,13,2018,6,12,0,0,0,115.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,3,0,45,2018,11,24,0,0,0,96.9,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,1,2,2,0,1,2017,12,5,0,0,0,72.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2,0,2,2018,11,30,1,1,6,65.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,3,0,142,2018,8,24,0,0,0,99.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,5,0,134,2018,5,30,0,0,0,101.18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,2,3,0,47,2018,10,15,0,0,0,95.48,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,0,0,2,1,17,2018,5,31,0,0,0,166.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,1,0,99,2018,2,19,0,0,0,81.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,2,1,0,44,2018,4,23,0,0,0,95.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,4,0,160,2018,11,13,0,0,0,76.27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,3,0,102,2018,4,14,0,0,0,77.78,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,2,0,4,0,24,2018,11,1,0,0,0,161.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2,0,0,3,0,34,2017,9,23,0,0,0,224.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,3,0,59,2018,9,1,0,0,0,123.3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,2,2,3,0,8,2018,3,18,0,0,0,214.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2,0,0,2,0,141,2018,9,23,0,0,0,123.8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,0,97,2018,11,20,0,0,0,94.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,2,2,0,35,2018,6,26,0,0,0,125.1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,3,0,46,2018,9,12,0,0,0,120.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,1,1,0,2018,4,23,0,0,0,123.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,35,2018,8,30,0,0,0,109.8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,1,2,4,0,260,2018,10,2,0,0,0,95.13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,5,2018,7,14,0,0,0,139.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,157,2018,12,8,0,0,0,68.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,3,0,52,2018,3,31,0,0,0,99.88,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,0,36,2017,10,13,0,0,0,112.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,147,2018,8,5,0,0,0,78.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,5,0,15,2018,12,20,0,0,0,88.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,55,2018,7,7,0,0,0,79.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,2,0,71,2018,11,10,0,0,0,145.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,52,2018,2,4,0,0,0,73.95,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,1,0,3,0,124,2018,5,31,0,0,0,198.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2,0,0,4,1,162,2018,7,20,0,0,0,96.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,4,0,48,2017,11,10,0,0,0,43.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,1,3,0,190,2018,8,25,0,0,0,67.09,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,4,0,110,2017,12,9,0,0,0,70.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,8,2018,11,5,0,0,0,130.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,4,0,323,2018,5,17,0,0,0,70.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,3,0,45,2018,3,3,0,0,0,78.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,45,2018,10,4,0,0,0,102.04,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,1,1,28,2018,7,14,0,0,0,67.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,1,1,0,37,2018,4,11,0,0,0,105.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,106,2018,10,7,0,0,0,118.8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,233,2018,10,14,0,0,0,90.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3,0,0,3,0,142,2018,6,29,0,0,0,148.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
